exam_number,question_number,question_text,options,context,generated_answer,actual_answer
6,66,In which of the following cases mens rea is not an essential ingredient for offences under:,"A) Revenue Acts 
 B) Public Nuisance 
 C) Criminal case which are in summary mode 
 D) All of these","

Context: In India, certain laws are designed to regulate specific areas of human activity, ensuring the well-being of society. These laws often impose strict liability, where the defendant's mental state is irrelevant. In such cases, the focus shifts from the defendant's intention to the act itself. This approach is seen in various legislations, including those related to revenue, public health, and minor criminal offenses.",D,D
6,67,"Actus non facit reum, nisi mens sit rea means?","A) A deed, a material result of human conduct 
 B) The intent and act must both concur to constitute the crime. 
 C) Putting to death 
 D) Un commended manner",,B) The intent and act must both concur to constitute the crime.,B
6,68,"Cheating and thereby dishonesty inducing delivery of property, or the making alteration or destruction of a valuable security is dealt under","A) Section 417 IPC 
 B) Section 418 IPC 
 C) Section 419 IPC 
 D) Section 420 IPC","

Context: 

In India, the Indian Penal Code (IPC) is a comprehensive code that deals with various aspects of criminal law. It enlists a wide range of offenses, including those related to property and securities. Under the IPC, there are specific provisions that punish individuals who commit fraudulent activities, such as cheating or dishonestly inducing others to deliver property or alter/destroy valuable securities. These offenses are considered serious and are punishable under different sections of the IPC. For instance, a person who cheats another by dishonestly inducing him to deliver property or alter/destroy a valuable security may be liable for punishment. The IPC provides for punishment in the form of imprisonment and/or fine for such offenses. The specific section under which such an offense is punishable is crucial in determining the severity of the punishment.",D) Section 420 IPC,D
6,69,Etymologically what is meant by Jurisprudence?,"A) Knowledge of law 
 B) Science of law 
 C) Science of origin 
 D) Knowledge of origin Set-A","

Context:

Jurisprudence, the term, has its roots in Latin words 'juris' meaning 'law' and 'prudentia' meaning 'knowledge' or'science'. The concept of Jurisprudence has been studied and debated by philosophers and legal scholars for centuries, with the objective of understanding the nature, scope, and function of law in society. In the Indian context, Jurisprudence plays a significant role in shaping the country's legal framework and informing the development of laws and policies. The study of Jurisprudence enables legal professionals to critically analyze the legal system, identify its limitations, and propose reforms to ensure that the law remains just, fair, and effective. 

Please provide the correct answer based on the context generated.

Correct Answer: B) Science of law",B,A
6,70,What is meant by the term 'General Law'?,"A) It consists of general ordinary law of the land. 
 B) It consists of those legal rules which are taken judicial notice of by the court 
 C) It consists of those bodies and legal rules which are exceptional in nature. 
 D) (a) and (b)","

Here is the generated context:

The Indian Evidence Act, 1872, provides for the rules of evidence in the Indian legal system. Section 57 of the Act states that facts and laws, which are not disputed, need not be proved. The section further explains that there are certain facts and laws, which are so notorious or well-known that they are taken judicial notice of by the court. This means that the court will not require any evidence to prove these facts and laws. For instance, the court will take judicial notice of the fact that the capital of India is New Delhi or that the Indian Independence Day is celebrated on August 15. Similarly, the court will take judicial notice of general laws, which are applicable to all citizens of India and are not disputed. These general laws are not exceptional in nature, but are part of the ordinary law of the land. They are applicable to all citizens and are not specific to any particular group or community. 

This context provides a background to understand the meaning of 'General Law' and its relation with the options provided. The passage explains the concept of judicial notice, which is closely related to the concept of general law. The context also highlights the characteristics of general laws, which are ordinary, applicable to all citizens, and not exceptional in nature. This information can be used to answer the question correctly.",D,D
6,71,According to the theory of 'social utilitarianism' as propounded by Ihering:,"A) greatest number of people should get greatest pleasure 
 B) the essential body of legal rules is always based upon the social ""facts"" of law 
 C) a balance is to be struck between the competing interests in society 
 D) law is a means to social ends","

Context:

Rudolf von Ihering, a German jurist, is known for his contributions to the field of jurisprudence. His work, ""Der Zweck im Recht"" (The Purpose in Law), is considered a seminal work in the field of legal philosophy. In this work, Ihering propounded the theory of social utilitarianism, which emphasizes the importance of understanding the purpose behind laws and legal institutions. According to Ihering, laws and legal institutions are not mere abstract concepts, but are rather created to serve specific social purposes.

In this context, Ihering's theory of social utilitarianism can be seen as a response to the traditional approach to law, which focused solely on the formal aspects of law, without considering its impact on society. Ihering's approach, on the other hand, emphasizes the need to understand the social context in which laws operate, and to evaluate their effectiveness in achieving their intended purposes. This approach recognizes that laws are not ends in themselves, but rather means to achieve certain social goals and to promote the well-being of society.

Ihering's theory has had a significant influence on the development of modern legal thought, and has been applied in various fields, including constitutional law, administrative law, and international law. His emphasis on the social purpose of law has led to a greater recognition of the importance of considering the social implications of legal rules and institutions.",D) law is a means to social ends,D
6,72,A is the mother of B. She becomes a widow and re-marries. B dies. Can A succeed to him as mother? (both are Hindus),"A) No 
 B) Yes 
 C) Depends on their School 
 D) Only when B has no sons","

Context:
In Hindu Succession Act, 1956, Section 16 deals with the effect of remarriage of a widow on her right to inherit property. The Section states that a widow who remarries shall not be entitled to inherit the property of her deceased son if she has remarried after the death of her son. However, if the widow remarries before the death of her son, she does not lose her right to inherit his property. 

Moreover, the Hindu Succession Act, 1956, also provides that a mother is a Class I heir and has a preferential right to inherit the property of her son. This means that if a Hindu male dies intestate, his property will first devolve upon his Class I heirs, which includes his mother. 

In this scenario, the question arises as to whether A, the mother of B, can succeed to his property if she remarries after his death. 

This context provides enough information for the reader to answer the question correctly.",B) Yes,B
6,73,"Referring to Section 6 of Hindu Minority and Guardianship Act the Supreme Court observed that the words ""after him""does not mean 'after the life time of the father'. Indeed it means 'in the absence of'. If the father is non functional as guardian for various reasons like indifference, physical or mental incapacity, away from the place where the child lives with the mother, by mutual understanding, it may be treated as the 'absence' of the father. In which case?","A) Lily Thomas case 
 B) Sarla Mudgal case 
 C) Githa Hariharan case 
 D) Goverdhan Lal case","

Context:

In the Indian legal system, the Hindu Minority and Guardianship Act, 1956 is a significant legislation that deals with the guardianship of Hindu minors. The Act outlines the rules and procedures for the appointment of guardians for Hindu minors, and also clarifies the rights and responsibilities of such guardians. Section 6 of the Act is particularly important, as it lays down the rules for the appointment of a guardian in the absence of a natural guardian, i.e., the father. 

In a landmark judgment, the Supreme Court of India interpreted the phrase ""after him"" in Section 6 of the Hindu Minority and Guardianship Act. The Court observed that the phrase does not necessarily imply that the father must be deceased, but rather that the father may be considered 'absent' due to various reasons. This could include situations where the father is indifferent towards the child, physically or mentally incapacitated, or living separately from the mother and child. 

This judgment has significant implications for the rights of mothers in cases where the father is not fulfilling his responsibilities as a guardian. It also highlights the importance of considering the welfare of the child in determining the most suitable guardian. In a case where the mother is taking care of the child, the Court's interpretation of Section 6 could be crucial in determining her rights as a guardian. The judgment has been cited in several subsequent cases, including a notable case where the Court had to decide on the custody of a minor child.",C) Githa Hariharan case,C
6,74,By a recent amendment the daughter of a coparcener by birth becomes a coparcener in her own right in the same manner as the son - Which Amendment? ВСІ,"A) The Hindu Succession (Amendment) Act, 2004 
 B) The Hindu Succession (Amendment) Act, 2005 
 C) The Hindu Succession (Amendment) Act, 2006 
 D) The Hindu Succession (Amendment) Act, 2012","

 Context: 

The Hindu Succession Act, 1956, which was a landmark legislation, was enacted to amend and codify the law relating to intestate succession among Hindus. The Act was a significant step towards achieving gender equality, but it had certain limitations. One of the drawbacks was that it did not grant equal rights to daughters in the coparcenary property. The coparcenary property referred to the ancestral property that was jointly held by the members of a Hindu Undivided Family (HUF). In this system, the ownership of the property was not limited to one person, but was shared by all the members of the family. The sons had a birthright in the coparcenary property, but the daughters did not have the same rights. They were only entitled to a share in the property if there were no sons or other male heirs. This provision was discriminatory and denied daughters their rightful share in the ancestral property.

Over time, there was a growing demand to amend the Hindu Succession Act to grant equal rights to daughters in the coparcenary property. Finally, the government responded to this demand and introduced an amendment to the Act. The amendment aimed to remove the discrimination against daughters and grant them equal rights in the coparcenary property. According to the amendment, the daughter of a coparcener shall by birth become a coparcener in her own right in the same manner as the son. This amendment was a significant step towards achieving gender equality and ensuring that daughters have equal rights in the ancestral property.","A) The Hindu Succession (Amendment) Act, 2004",B
6,75,Shamim Ara v State of U.P. relates to,"A) The condition precedent for a Muslim husband for rendering divorce is the pronouncement of divorce which has to be proved on evidence 
 B) Option of puberty 
 C) Guardianship in Marriage 
 D) Dower"," The context should be based on the Indian Constitution, Acts, Statutes, etc.

Context: 

In India, the Muslim Personal Law (Shariat) Application Act, 1937, governs the personal law of Muslims. This Act provides provisions for the application of Muslim Personal Law to Muslims in India. The Dissolution of Muslim Marriages Act, 1939, is another legislation that deals with the dissolution of Muslim marriages. 

Under the Muslim Personal Law, a husband has the right to divorce his wife, which is known as Talaq. However, the validity of such divorce depends on the fulfillment of certain conditions. In this context, the Supreme Court of India has laid down certain guidelines in various judgments. 

One such judgment is Shamim Ara v State of U.P., where the apex court interpreted the provisions of Muslim Personal Law and the Dissolution of Muslim Marriages Act, 1939. This landmark judgment has significant implications for the rights of Muslim women in India. 

Now, the question is, what does the Shamim Ara v State of U.P. judgment relate to?",A) The condition precedent for a Muslim husband for rendering divorce is the pronouncement of divorce which has to be proved on evidence,A
6,76,"The provision under the Industrial Disputes Act, 1947 which guarantees the right of workmen laid-off to claim for compensation","A) S.25-C 
 B) S. 26 
 C) S.25-O 
 D) S.25-A"," Context should be in the range of 150-200 words.

Context:

The Industrial Disputes Act, 1947 is a significant statute that aims to provide a framework for the resolution of industrial disputes and to ensure fair treatment of workers in the industrial sector. The Act has several provisions that safeguard the interests of workers, particularly in situations where they are laid-off due to various reasons. One such provision is related to the right of workmen to claim compensation in case of lay-off.

Lay-off is a situation where the employer temporarily suspends the work of an employee due to certain circumstances, such as shortage of raw materials, breakdown of machinery, or natural calamities. In such cases, the employer is not required to pay wages to the worker, but the worker is entitled to claim compensation under the Act.

Section 25-C of the Industrial Disputes Act, 1947 is a crucial provision that deals with the payment of compensation to workmen laid-off. This section provides that a workman who is laid-off shall be entitled to receive compensation at the rate of 50% of the total of the basic wages and dearness allowance that would have been payable to him had he not been laid-off. This provision is a significant safeguard for workers, as it ensures that they are not left without any financial support during the period of lay-off.

In this context, the provision under the Industrial Disputes Act, 1947 which guarantees the right of workmen laid-off to claim for compensation is ______________.",A) S.25-C,A
6,77,The number of persons required to form trade union,"A) 6 
 B) 7 
 C) 8 
 D) 9","

In the context of industrial disputes, a trade union is a vital institution that represents the collective interests of workers. The Trade Unions Act, 1926, is a central legislation that regulates the registration, functioning, and rights of trade unions in India. According to this Act, a trade union is a combination of workers formed primarily for the purpose of regulating the relations between workers and employers, or between workers and workers, or between employers and employers. The Act also lays down certain conditions for the registration of a trade union, including the requirement of a minimum number of persons to form a trade union. This minimum number is crucial as it determines the legitimacy and recognition of a trade union by the authorities. 

(Please select the correct option based on the context provided)",A) 6,B
6,78,The temporary closing of the work place or suspension of the work at work place by the employer is known as,"A) Lay off 
 B) Lock out 
 C) Retrenchment 
 D) None of the above"," Context should be around 150-200 words.

The Industrial Disputes Act, 1947 is a landmark legislation in India that deals with the resolution of industrial disputes and provides a framework for the settlement of disputes between employers and employees. One of the key provisions of the Act is related to the closure of a workplace or suspension of work by the employer.

In a situation where the management of a factory finds it difficult to continue operations due to financial constraints or other reasons, it may decide to temporarily close the workplace or suspend work. This could be due to various reasons such as shortage of raw materials, breakdown of machinery, or other unforeseen circumstances. In such a scenario, the employer may decide to temporarily shut down the operations and ask the employees to stay away from work.

This situation may lead to a dispute between the employer and employees, as the employees may feel that their rights are being violated. The Industrial Disputes Act, 1947 provides a framework for the resolution of such disputes and outlines the procedures to be followed in such cases. The Act defines the rights and obligations of both the employer and employees in such situations, and provides a mechanism for the settlement of disputes through conciliation, arbitration, and adjudication.",B) Lock out,B
6,79,Which of the following acts has a direct relevance for grievance handling practices?,"A) The Industrial Disputes Act 
 B) Factories Act Set-A 
 C) The Industrial Employment (Standing Order) Act 
 D) all the above","

Context:

In India, there are various labour laws that regulate the working conditions, wages, and other aspects of employment. One of the key aspects of these laws is the grievance handling practices, which refer to the procedures and mechanisms in place to address the complaints and concerns of employees. 

The Industrial Disputes Act, 1947, is a comprehensive legislation that provides for the investigation and settlement of industrial disputes, including those related to grievances of employees. Under this Act, the government has established conciliation officers, boards of conciliation, and labour courts to resolve disputes between employers and employees. 

The Factories Act, 1947, on the other hand, is primarily concerned with ensuring the safety, health, and welfare of workers in factories. While it does provide for certain grievance handling mechanisms, such as the appointment of welfare officers, its primary focus is on regulating factory conditions. 

The Industrial Employment (Standing Order) Act, 1946, deals with the certification of standing orders, which are rules of conduct for workers in industrial establishments. This Act provides for the framing, certification, and modification of standing orders, and also lays down procedures for resolving disputes arising from these orders. 

All these acts are important for regulating employment conditions and ensuring fair labour practices, but one of them has a more direct relevance to grievance handling practices.",A) The Industrial Disputes Act,D
6,80,Section 10A of the Industrial disputes Act refers to,"A) Voluntary reference of disputes to arbitration 
 B) Definition of Workman 
 C) Definition of industry 
 D) Appeals","

Context: 
In India, the Industrial Disputes Act, 1947 is a significant piece of legislation that governs the laws related to industrial disputes and trade unions. The Act is designed to provide a framework for the resolution of industrial disputes and to promote industrial harmony. One of the key provisions of the Act is the reference of industrial disputes to arbitration, which is a mechanism for resolving disputes outside the court of law. Under this provision, the appropriate government may, by order in writing, refer an industrial dispute to arbitration. The arbitration process involves the appointment of an arbitrator who hears the dispute and gives an award, which is binding on both the parties. This provision is significant as it provides a speedy and cost-effective mechanism for resolving industrial disputes, allowing the parties to avoid lengthy and expensive litigation.",A) Voluntary reference of disputes to arbitration,A
6,81,'Wages' under Workmen's Compensation Act,"A) Includes any privilege or benefit which is capable of being estimated in money 
 B) Does not include any privilege or benefit which is capable of being estimated in money 
 C) Includes any privilege or benefit which is not capable of being estimated in money 
 D) None of the above","


The Workmen's Compensation Act, 1923 is a significant legislation in India that provides financial protection to workmen in the event of injury or death arising out of and in the course of their employment. The Act defines 'wages' as any sum payable to a workman in accordance with the terms of his employment, whether such sum is payable in cash or in kind. This definition is crucial in determining the amount of compensation payable to a workman under the Act. 

In this context, the concept of wages is not limited to cash payments only. It also includes allowances, such as dearness allowance, house rent allowance, and conveyance allowance, that are paid to the workman in addition to his basic wages. Moreover, wages also encompass benefits that are capable of being estimated in money, such as free housing, free food, or free uniforms provided by the employer to the workman. These benefits are considered as part of the workman's wages because they have a monetary value and are received by the workman as part of his employment. 

Therefore, while calculating the compensation payable to a workman under the Workmen's Compensation Act, the employer must take into account not only the cash payments made to the workman but also the monetary value of any benefits or privileges provided to him. This ensures that the workman receives fair and adequate compensation in the event of an injury or death arising out of and in the course of his employment.",A) Includes any privilege or benefit which is capable of being estimated in money,A
6,82,Writ of Certiorari is issued against,"A) Lower courts or quasi-judicial bodies 
 B) Public Officials 
 C) Wrongful confinement 
 D) Usurpation of public office","

Context: In a recent case, the High Court was approached by a petitioner who was aggrieved by the decision of the State Transport Authority, which had cancelled his driving license without giving him a proper hearing. The petitioner alleged that the Authority had exceeded its jurisdiction and violated the principles of natural justice. The High Court, while examining the petition, observed that the Authority had indeed acted in a manner that was ultra vires its powers and had failed to provide a fair opportunity to the petitioner to present his case. 

This context can be used to answer the question correctly.",A) Lower courts or quasi-judicial bodies,A
6,83,Audi Alteram Partem - means,"A) Bias 
 B) Hear the other side 
 C) No one can be a judge in his own case 
 D) None of the above","
     4. Use simple language.

Context: In a court of law, it is essential to ensure that justice is delivered fairly and impartially. This principle is enshrined in the concept of natural justice, which is a fundamental aspect of the Indian Constitution. According to this principle, before passing any judgement or taking any decision, the court must give an opportunity to the affected party to present their case. This means that the court must hear the arguments and evidence presented by both parties before making a decision. This principle is crucial in maintaining the integrity and credibility of the judicial system.",B) Hear the other side,B
6,84,The Second Administrative Reforms Commission is constituted,"A) 31st August 2004 
 B) 31st August 2006 
 C) 31st Ast 2005 
 D) 31st August 2007","

Context: 
The Second Administrative Reforms Commission (ARC) was established by the Government of India in 2005 to suggest measures to achieve a proactive, responsive, and accountable administration at the Centre and State levels. The commission was set up to review the functioning of the administrative system and suggest reforms to make it more efficient and effective. The commission was constituted to identify the constraints in the existing administrative system and suggest measures to overcome them. The commission was to submit its reports to the government in a phased manner. The commission was headed by a former cabinet secretary and had members from various fields including academics, administrators, and experts. The commission was entrusted with the task of reviewing the existing system and suggesting reforms to make it more responsive to the needs of the citizens. 

This context is designed to help answer the question correctly. You can use this context to choose the correct option from the given options.",B) 31st August 2006,C
6,85,The type of damages awarded in the law of torts,"A) Liquidated Damages 
 B) Unliquidated damages 
 C) Penal damages 
 D) Exemplary damages"," Context should be around 100-120 words. 

Context: In the law of torts, damages are awarded to compensate the injured party for the harm or loss suffered due to the wrongful act of another. The purpose of damages is to restore the injured party to the position they would have been in if the tort had not been committed. There are different types of damages that can be awarded in tort cases, depending on the circumstances. Liquidated damages, for instance, are a predetermined amount of money stipulated in a contract as the compensation for a breach. On the other hand, unliquidated damages are determined by the court based on the evidence presented. In some cases, the court may award penal or exemplary damages, which are intended to punish the defendant rather than compensate the plaintiff. These damages are usually awarded in cases where the defendant's conduct was reckless or malicious.",B) Unliquidated damages,B
6,86,Ashby v White is an example of,"A) Damnum sine injuria 
 B) Uberremifide 
 C) Injuria sine damnum 
 D) Usufruct","

Context:
Ashby v White is a landmark case that deals with the concept of _______________. This concept is a fundamental principle of the law of torts, which states that there must be an infringement of a legal right to constitute a tort. In other words, a person cannot sue for a tort unless they have suffered a legal injury. This concept is often contrasted with the concept of _______________, which refers to a situation where a person has suffered a legal injury, but there is no actual damage or loss. 

The concept of _______________ is significant in tort law because it emphasizes the importance of protecting legal rights and preventing unauthorized interference with those rights. It also highlights the distinction between a mere infringement of a right and an actual loss or damage. In Ashby v White, the court held that the defendant's actions constituted a tort because they had infringed on the plaintiff's legal right to vote, even though the plaintiff did not suffer any actual damage. This ruling reinforced the importance of protecting legal rights and upholding the rule of law.",A) Damnum sine injuria,C
6,87,The Supreme Court of India invoked the principle of absolute liability on an enterprise carrying on business with hazardous and inherently dangerous toxic chemicals in,"A) Ganga Pollution case 
 B) Fletcher case 
 C) Sri Ram Fertilizers case 
 D) Prabhu dayal case","

Context:

In the Indian legal system, the concept of absolute liability was first introduced in the landmark judgement of Rylands v. Fletcher (1868) by the House of Lords in England. This principle was further developed and applied in various Indian cases. 

In a significant judgement, the Supreme Court of India invoked the principle of absolute liability in a case involving an enterprise carrying on business with hazardous and inherently dangerous toxic chemicals. This principle holds the enterprise strictly liable for any harm caused to the people or the environment, regardless of any negligence or fault on their part.

In this context, the Supreme Court's judgement emphasized the importance of ensuring that industries dealing with hazardous substances take all necessary precautions to prevent accidents and protect the environment. It also highlighted the need for stricter regulations and enforcement mechanisms to prevent such accidents.

The Supreme Court's judgement in this case has had a significant impact on the development of environmental law in India, and has led to a greater emphasis on the need for industries to adopt sustainable and environmentally-friendly practices.

Now, based on this context, you can answer the question correctly.",A) Ganga Pollution case,C
6,88,Res ipsa loquitor - means,"A) Things speak for themselves 
 B) Tithes imperiled 
 C) Vicarious liability 
 D) Dangerous animals","

Context:

In a case of medical negligence, the patient suffered an injury due to the doctor's failure to provide proper care. The patient sued the doctor for damages, alleging that the doctor's actions were negligent. The court, in its ruling, stated that the injury itself was sufficient evidence of the doctor's negligence, as it was clear that the doctor had failed to exercise the level of care expected of a reasonable medical professional. The court's ruling was based on a principle that shifts the burden of proof to the defendant to explain the circumstances of the injury, as it is more likely that the defendant was responsible for the harm caused.

This context can be used to answer the question correctly.",A) Things speak for themselves,A
6,89,A motor cycle with engine capacity not exceeding 50cc may be driven in a public place by a person,"A) after attaining the age of sixteen years 
 B) after attaining the age of eighteen years 
 C) after attaining the age of fifteen years 
 D) after attaining the age of twenty one years","

Context: 
In India, the Motor Vehicles Act, 1988, regulates the rules and guidelines for motor vehicles. According to the Act, there are specific provisions regarding the minimum age requirement for driving a motor vehicle. For instance, Section 4 of the Act states that no person under the age of eighteen years shall drive a motor vehicle in any public place. However, there is an exception for motor cycles with engine capacity not exceeding 50cc. In this case, the Act provides a relaxation in the minimum age requirement. This relaxation is provided to facilitate the use of such motor cycles as a mode of transportation, especially in rural areas where public transportation may be limited. 

Now, you can answer the question based on the generated context.",A) after attaining the age of sixteen years,A
6,90,"According to Consumer protection Act, the National Commission shall have jurisdiction over complaints where the value of the goods or services and compensation, if any, claimed exceeds rupees","A) 2 lakhs 
 B) 10 lakshs 
 C) 20 lakhs 
 D) 50 lakhs"," 

Here is the context:

The Consumer Protection Act, 1986 is an Act of the Parliament of India enacted to protect the interests of consumers in India. It is a comprehensive Act that lays down the rights of consumers and provides for the establishment of Consumer Protection Councils, Consumer Forums and Appellate Authorities at the National, State and District levels to redress consumer grievances. The Act provides for the settlement of consumer disputes through a three-tier system of redressal. 

Under the Act, there are three levels of consumer redressal forums - District Forum, State Commission and National Commission. The National Commission is the highest authority for redressal of consumer grievances. The National Commission has jurisdiction over complaints where the value of the goods or services and compensation, if any, claimed exceeds a certain amount. 

In a recent case, a consumer had purchased a defective product from a company and had suffered a loss of Rs. 30 lakhs. The consumer had approached the National Commission for redressal of his grievance. 

Can you answer the question based on this context?",C) 20 lakhs,C
6,91,New states are created under,"A) Art. 3 of the Indian Constitution 
 B) Art. 4 of the Indian Constitution 
 C) Art.5 of the Indian Constitution 
 D) Art. 370 of the Indian Constitution","

Context: 
The Indian Constitution provides for the formation of new states and alteration of existing state boundaries. This power is vested in the Parliament of India. According to the Constitution, the process of creating a new state involves the introduction of a bill in the Parliament, which needs to be approved by a simple majority in both the Lok Sabha and the Rajya Sabha. The President of India then notifies the formation of the new state through an official gazette notification. This power is exercised by the Parliament under a specific provision of the Indian Constitution, which enables it to reorganize the states and create new ones as per the needs of the country. This provision also empowers the Parliament to alter the boundaries of existing states and form new states by separating territories from existing states.",B) Art. 4 of the Indian Constitution,A
6,92,Doctrine of pleasure with reference to civil servants is mentioned under,"A) Art. 311 of the Indian Constitution 
 B) Art. 308 of the Indian Constitution 
 C) Art. 301 of the Indian Constitution 
 D) Art. 310 of the Indian Constitution","

Context:

In the context of the Indian Constitution, the relationship between the State and its civil servants is governed by certain principles and provisions. One such principle is the doctrine of pleasure, which is a concept that originated in the British system of governance. 

This doctrine essentially means that a civil servant holds office during the pleasure of the President or the Governor, as the case may be. In other words, a civil servant can be removed from office at any time, without assigning any reason, by the President or the Governor. 

However, this doctrine is not absolute and has been subject to certain limitations and exceptions. The Constitution of India has incorporated certain provisions that protect the interests of civil servants and ensure that they are not arbitrarily removed from office. 

One such provision is Article _______ of the Indian Constitution, which deals with the tenure of civil servants and the circumstances under which they can be removed from office. This article provides a safeguard against arbitrary removal of civil servants and ensures that they are not dismissed without a valid reason.",A) Art. 311 of the Indian Constitution,D
6,93,Right to know flows from one of these Articles of the Constitution,"A) Art. 15 
 B) Art. 19 
 C) Art. 20 
 D) Art.23","

Context:
In India, the Right to Information Act, 2005 is considered a landmark legislation. This Act has been enacted to set out the practical regime of the right to information for citizens. The Act has been seen as a tool to promote transparency, accountability and participatory governance. The fundamental right to information is considered an essential component of the democratic system. In this context, it is essential to understand the constitutional basis of the right to information. The Constitution of India guarantees certain fundamental rights to its citizens, including the right to freedom of speech and expression. This right is considered crucial for the proper functioning of democracy. The Supreme Court has interpreted this right to include the right to know, which is essential for the citizens to participate in the democratic process. 

Now it's your turn to choose the correct option based on the context.",B) Art. 19,B
6,94,"Freedom of trade, commerce and intercourse throughout the territory of India - is mentioned under","A) Art. 19(1) (g) 
 B) Art. 300A 
 C) Art. 301 
 D) Art. 299"," This freedom is essential for the economic unity and development of the nation. The Constitution makers recognized the importance of free movement of goods, services, and people across the country and incorporated provisions to ensure that there are no restrictions on the freedom of trade, commerce, and intercourse throughout the territory of India. One such provision is mentioned in a specific article of the Constitution, which states that subject to certain restrictions, trade, commerce, and intercourse throughout the territory of India shall be free. This provision is crucial for promoting economic growth, removing trade barriers, and ensuring that the country remains a single market. The article in question is a cornerstone of the country's economic policy and has been interpreted by the courts to ensure that the freedom of trade, commerce, and intercourse is not restricted by any state or authority.",C) Art. 301,C
6,95,Passive euthanasia under certain circumstance is permissible - held in the case of,"A) Aruna Ramachandra Shanbaug Vs. Union of India 
 B) Gian Kaur Vs State of Punjab 
 C) State of Maharashtra Vs. Maruty Sripaty Dubal 
 D) P. Rathinam Vs Union of India"," 

Context: 
In the landmark judgment of Aruna Ramachandra Shanbaug Vs. Union of India (2011), the Supreme Court of India took a significant step towards recognizing the right to die with dignity. The court, in this case, laid down guidelines for passive euthanasia, allowing it under certain circumstances. The case arose out of a petition filed by Pinki Virani, a journalist, who sought permission to withdraw life support from Aruna Shanbaug, a nurse who had been in a vegetative state for over 37 years after being brutally assaulted and sodomized by a sweeper in 1973. The court's decision in this case has been seen as a significant shift in the legal and ethical landscape of end-of-life care in India.",A) Aruna Ramachandra Shanbaug Vs. Union of India,A
6,96,It was held by the Supreme Court that the balance between Fundamental Rights and Directive Principles of State Policy is the bedrock and the basic structure of the constitution in which case?,"A) Keshavanada Bharathi v State of Kerala 
 B) Minerva Mills Vs.UOI 
 C) Indira Nehru Gandhi v Rajnarain 
 D) Kihota Hollohon v. Zachilhu","

Context: 
The Supreme Court of India has played a crucial role in shaping the country's constitutional framework. In a landmark judgment, the apex court emphasized the significance of balancing the Fundamental Rights and Directive Principles of State Policy. This balance, the court held, is the foundation of the constitution and its basic structure. The case in question revolved around the Kerala government's attempt to bring about land reforms, which led to a dispute between the state and a religious institution. The institution challenged the government's move, citing the violation of its Fundamental Rights. The Supreme Court's verdict in this case has had a lasting impact on the country's constitutional jurisprudence.",B) Minerva Mills Vs.UOI,B
6,97,"K. C. Gajapati Narayan Deo v. State of Orissa, is often quoted with reference to","A) Doctrine of Eclipse 
 B) Doctrine of severability 
 C) Doctrine of colorable legislation 
 D) Doctrine of territorial nexus","

Context: The doctrine of colorable legislation is a concept in Indian constitutional law that deals with the power of the legislature to make laws. This doctrine is used to determine whether a particular law is within the competence of the legislature or not. The doctrine is based on the principle that the legislature cannot indirectly do something which it is not permitted to do directly. In other words, the legislature cannot use its power to make laws to circumvent the restrictions imposed on it by the Constitution. 

The doctrine of colorable legislation was first enunciated by the Supreme Court in the case of K. C. Gajapati Narayan Deo v. State of Orissa, where the court held that the legislature cannot use its power to make laws to indirectly achieve an objective that is not permitted by the Constitution. In this case, the court was dealing with a law that was enacted by the state legislature, which was challenged on the ground that it was beyond the competence of the legislature. The court held that the law was invalid as it was an attempt to indirectly achieve an objective that was not permitted by the Constitution. 

This doctrine is an important concept in Indian constitutional law, and has been used in numerous cases to determine the validity of laws enacted by the legislature. It is a check on the power of the legislature to ensure that it does not exceed its constitutional limits.",A) Doctrine of Eclipse,C
6,98,"Raja Ram Pal v. Hon'ble Speaker, Lok Sabha deals with","A) Presidents' election 
 B) Privileges of the legislature 
 C) Pardoning power 
 D) Office of profit","

Context: 

The Indian Parliament is the supreme legislative body in India, comprising of the Lok Sabha and the Rajya Sabha. As per Article 105 of the Indian Constitution, the members of the Parliament enjoy certain privileges and immunities to ensure the smooth functioning of the legislative process. One such privilege is the freedom of speech and debate in the Parliament, which is essential for the members to express their opinions and participate in the decision-making process.

In 2005, a controversy erupted when Raja Ram Pal, a member of the Lok Sabha, was expelled from the House for his alleged involvement in a cash-for-query scam. Pal moved the Supreme Court, challenging the decision of the Speaker of the Lok Sabha, citing violation of his fundamental rights and parliamentary privileges. The case raised important questions about the powers of the Speaker, the privileges of MPs, and the limits of judicial intervention in parliamentary proceedings.

This landmark case has significant implications for the functioning of the Indian Parliament and the balance of power between the legislature, executive, and judiciary. The ruling in this case would have far-reaching consequences for the democratic process and the rule of law in India.",B) Privileges of the legislature,B
6,99,"Under Art. 1 of the Constitution, India that is Bharat shall be","A) Federation of states 
 B) Union of states 
 C) Democratic republic 
 D) Quasi federal","
     4. Context should be around 100-150 words.

Context:
The Constitution of India, which is the supreme law of the land, defines the nature of the Indian state. The Constitution was adopted by the Constituent Assembly on November 26, 1949, and came into effect on January 26, 1950. Article 1 of the Constitution is one of the most important provisions that deals with the concept of the Indian state. It states that India, that is Bharat, shall be a specific type of entity. This provision is crucial in understanding the relationship between the Centre and the states, as well as the distribution of powers between them. The concept of federalism, which implies a division of powers between the Centre and the states, is also closely related to this provision. The correct interpretation of this provision is essential to understand the nature of the Indian state and its governance structure.",B) Union of states,B
