exam_number,question_number,question_text,options,context,generated_answer,actual_answer
9,24,Which of the following territories have been declared as Common Heritage of Mankind Territories. (1) Moon (2) High seas (3) Deep sea bed (4) Antarctica,"A) 1, 2 and 4 
 B) 1 and 3 
 C) 2,3, and 4 
 D) 2 and 4","The concept of ""Common Heritage of Mankind"" is a principle of international law that recognizes certain areas or resources as being of such universal importance that they should be protected and preserved for the benefit of all humanity, rather than being subject to individual claims of ownership or exploitation.

In the context of international law, the United Nations has played a significant role in promoting this concept through various treaties and agreements. For instance, the Outer Space Treaty of 1967, which was ratified by India, prohibits countries from claiming ownership of celestial bodies such as the moon and establishes that outer space shall be used for peaceful purposes.

Similarly, the United Nations Convention on the Law of the Sea (UNCLOS) of 1982, to which India is a signatory, recognizes the high seas and the deep sea bed as part of the common heritage of mankind. This treaty aims to promote the conservation and sustainable use of marine resources, while also ensuring that these areas are protected from exploitation and pollution.

In addition, the Antarctic Treaty System, which was signed in 1959, establishes Antarctica as a natural reserve, devoted to peace and science, and prohibits military activities, nuclear explosions, and the disposal of radioactive waste on the continent.

Given these international agreements and treaties, which territories have been declared as part of the Common Heritage of Mankind?", D,B
9,25,Which of the following is not the objective of the United Nations,"A) Maintenance of International peace and security 
 B) Ensuring respect for treaty obligations 
 C) Establishment of democratic governments throughout the world 
 D) Promotion of better standards of life","The United Nations (UN) is an international organization that was established in 1945 with the signing of the UN Charter by 51 countries. The UN Charter outlines the purposes and principles of the organization, which include promoting peace, security, and cooperation among its member states. 

The UN plays a crucial role in maintaining international peace and security by preventing and resolving conflicts between nations. It also works towards promoting sustainable development, protecting human rights, and delivering humanitarian aid to those in need. 

In addition, the UN encourages its member states to respect their treaty obligations and promotes better standards of life for all people. However, the UN's role is not to impose a specific form of government on its member states, but rather to promote democratic values and principles. 

The UN's objectives are guided by its Charter, which outlines the organization's purposes and principles. Understanding these objectives is essential for promoting international cooperation and achieving peace, security, and development worldwide.

Now, based on this context, you can choose the correct answer from the options provided.", B,C
9,26,"The committee that led to the passing of the Criminal Law Amendment Act, 2013 was headed by","A) Justice Dalveer Bhandari 
 B) Justice Altamas Kabeer 
 C) Justice J.S. Verma. 
 D) Justice J.S. Anand","In the aftermath of the Nirbhaya gang rape case in December 2012, which shook the nation and sparked widespread outrage, the Government of India constituted a high-level committee to review the laws related to sexual offenses and suggest amendments to ensure stronger punishment for such crimes. This committee was tasked with examining the existing laws and recommending changes to make them more effective in preventing and punishing sexual violence against women.

The committee, comprising legal experts and jurists, was entrusted with the responsibility of submitting its report within a short span of time, considering the urgency and gravity of the issue. The committee's recommendations were expected to form the basis of a comprehensive legislation that would address the concerns of women's safety and security in India.

The committee's report, which was submitted in January 2013, contained far-reaching recommendations for amending the criminal laws to provide for stricter punishment, including the death penalty, for extreme cases of sexual assault. The report also emphasized the need for sensitizing the police and judiciary to deal with cases of sexual violence in a more effective and sensitive manner.

The Government of India acted swiftly on the committee's recommendations, and the Criminal Law Amendment Act, 2013 was enacted to give effect to the proposed changes in the law. This legislation introduced significant amendments to the Indian Penal Code, the Code of Criminal Procedure, and the Evidence Act, with a view to strengthening the legal framework for dealing with sexual offenses.

Now, the question is, who headed this committee that led to the passing of the Criminal Law Amendment Act, 2013?", C,C
9,27,What is true of perpetual injunction,"A) It is a judicial process 
 B) preventive in nature 
 C) the thing prevented is a wrongful act 
 D) all of the above","In the Indian legal system, injunctions are a type of equitable remedy granted by courts to prevent harm or injury to a party. An injunction is a judicial order that restrains a person from doing a particular act or compels them to perform a specific act. There are two types of injunctions: temporary and perpetual.

A perpetual injunction is a permanent injunction that is granted by a court after the trial of a suit, whereas a temporary injunction is granted during the pendency of a suit. Perpetual injunctions are usually granted when the plaintiff has successfully established their case and the court finds that the defendant's actions are causing or threatening to cause irreparable harm to the plaintiff.

Injunctions are often sought in cases where monetary compensation would not be sufficient to compensate for the harm caused. For instance, if someone is constructing a building that encroaches upon a neighbor's property, the neighbor may seek an injunction to restrain the construction. In such cases, the court may grant a perpetual injunction to prevent the defendant from continuing with the construction, thereby preventing a wrongful act.

With this context, you can now choose the correct option from the given choices.", C,B
9,28,"The provisions of do not apply to trade unions registered under the provisions of Trade Union Act, 1926","A) The Co-operative Societies Act, 1912 
 B) The Companies Act, 1956 
 C) Both a and b 
 D) Neither a nor b","In India, there are various laws that govern different types of organizations. The Trade Union Act, 1926, is a legislation that regulates the registration and functioning of trade unions in the country. Trade unions are organizations of workers that aim to protect their rights and interests.

On the other hand, the Co-operative Societies Act, 1912, is a law that deals with the registration and management of co-operative societies. These societies are formed by individuals who come together to achieve a common goal, such as providing credit facilities or promoting economic development.

The Companies Act, 1956, is another important legislation that governs the incorporation, management, and dissolution of companies in India. Companies are business entities that are formed to carry out commercial activities.

Now, when it comes to the application of these laws, there are certain exceptions and exemptions that need to be considered. For instance, some laws may not apply to certain types of organizations or entities. In this context, it is important to understand which laws apply to trade unions registered under the Trade Union Act, 1926.

With this background, let's examine the options provided and determine which one is correct.", D,C
9,29,According to Salmond every legal right,"A) Cannot be vested in a person 
 B) Is availed against a person upon whom lies the correlative duty 
 C) Cannot oblige the person bound to an act or omission in favour of the person entitled 
 D) Cannot have a title","In the realm of jurisprudence, the concept of legal rights and duties is a fundamental aspect of understanding the dynamics of law. According to Salmond, a renowned legal scholar, every legal right is inherently tied to a corresponding duty. This means that when an individual possesses a legal right, it implies that someone else has a duty to respect and uphold that right.

In this context, it is essential to recognize that legal rights are not abstract concepts, but rather tangible entitlements that are enforceable against specific individuals or entities. This raises an important question: what is the nature of this relationship between the right-holder and the duty-bearer? Does the right-holder have any obligations towards the duty-bearer, or is the duty-bearer solely responsible for fulfilling their obligations?

By examining the options provided, we can delve deeper into the intricacies of Salmond's theory and uncover the correct answer.

 Options:
A) Cannot be vested in a person 
B) Is availed against a person upon whom lies the correlative duty 
C) Cannot oblige the person bound to an act or omission in favour of the person entitled 
D) Cannot have a title", B,B
9,30,The binding force of precedent is destroyed or weakened by,"A) Public opinion 
 B) Abrogated decision 
 C) Res judicata 
 D) Lis pendens","In the Indian legal system, the doctrine of precedent plays a crucial role in shaping the country's jurisprudence. The Supreme Court and High Courts have consistently held that precedents set by higher courts are binding on lower courts. This means that when a higher court delivers a judgment, it becomes a guiding principle for lower courts to follow in similar cases.

However, there are certain circumstances under which the binding force of a precedent can be destroyed or weakened. For instance, if a higher court subsequently overrules or reverses its own earlier decision, the precedent set by the earlier decision ceases to have binding force. Similarly, if a law or statute is amended or repealed, the precedents based on the earlier law may no longer be applicable.

In another scenario, public opinion may also influence the judiciary's approach to precedents. If public opinion strongly criticizes a particular precedent, the judiciary may be inclined to reconsider its stance or distinguish the precedent in future cases.

Furthermore, the concept of res judicata, which means that a matter already decided by a court cannot be reopened, may also impact the binding force of a precedent. If a court finds that a particular issue has already been decided in a previous case, it may not feel bound to follow the precedent in a subsequent case involving similar facts.

Lastly, the doctrine of lis pendens, which prohibits the institution of multiple suits on the same cause of action, may also have a bearing on the binding force of a precedent. If a court finds that a similar case is already pending before another court, it may choose to wait for the outcome of that case before deciding its own case, thereby potentially weakening the binding force of a precedent.

With this context in mind, which option do you think correctly answers the question?", B,B
9,31,Which of the following is true in respect of a Government contract which does not confirm to provisions of Article 299 of the Constitution,"A) They are not enforceable in court against the parties 
 B) They can be rectified by the Government 
 C) Both A and B 
 D) Neither A nor B","In India, government contracts are governed by Article 299 of the Constitution, which lays down specific requirements for the execution of such contracts. According to Article 299, every contract made in the exercise of the executive power of the Union or a State shall be expressed to be made by the President or the Governor of the State, as the case may be, and shall be executed on behalf of the President or the Governor by such persons and in such manner as he may direct or authorize.

The purpose of this provision is to ensure that government contracts are made in a transparent and accountable manner, and that the executive power is exercised in accordance with the Constitution. However, in some cases, government contracts may not conform to the provisions of Article 299, either due to oversight or deliberate omission.

In such situations, the question arises as to whether such contracts are enforceable in a court of law, and whether the government can take any steps to rectify the situation. This is where the options provided come into play. 

Now, considering the options provided, which one is true in respect of a government contract that does not conform to the provisions of Article 299 of the Constitution?", C,A
9,32,"State Bar Council under the provisions of section 35 of the Advocates Act, 1961 has the authority to","A) Reprimand the advocate 
 B) Suspend the advocate from practice for such period of time as it may deem fit 
 C) Remove the name of the advocate from the state roll of advocates 
 D) All of these","In India, the legal profession is governed by the Advocates Act, 1961, which provides for the regulation of the legal profession, including the conduct of advocates. The Act establishes State Bar Councils, which are responsible for enforcing the standards of professional conduct and etiquette among advocates.

Section 35 of the Advocates Act, 1961, deals with the disciplinary powers of the State Bar Council. This section empowers the State Bar Council to take disciplinary action against an advocate who is found guilty of professional misconduct.

In a recent case, an advocate was found to have committed professional misconduct by breaching the confidentiality of his client. The State Bar Council initiated disciplinary proceedings against the advocate and is considering appropriate action to be taken against him.

In this context, what authority does the State Bar Council have under Section 35 of the Advocates Act, 1961, to take disciplinary action against the advocate?

 Options: A) Reprimand the advocate 
 B) Suspend the advocate from practice for such period of time as it may deem fit 
 C) Remove the name of the advocate from the state roll of advocates 
 D) All of these", D,D
9,33,Which of the following is untrue regarding qualification for a person to be admitted on the state rolls maintained by State Bar Councils,"A) The minimum age of requirement is 21 years. 
 B) He must be an Indian Citizen 
 C) He must not have been convicted of an offence involving moral turpitude 
 D) They must not have been convicted of an offence under the provisions of the Untouchability (Offences) Act 1958","In India, the legal profession is governed by the Advocates Act, 1961, which sets out the rules and regulations for the enrollment and practice of advocates. According to Section 24 of the Advocates Act, 1961, a person is qualified to be admitted as an advocate on the state rolls maintained by State Bar Councils if they fulfill certain conditions.

One of the essential requirements is that the person must have completed a degree in law from a recognized university and must have passed the examination prescribed by the Bar Council of India. Additionally, the person must possess certain character and fitness requirements, which are essential for the practice of law.

The Bar Council of India, being the apex regulatory body for the legal profession, has laid down certain rules and guidelines for the enrollment of advocates. These rules are aimed at ensuring that only persons of good character and integrity are allowed to practice law in India.

In this context, it is important to consider the various conditions and requirements that a person must fulfill to be eligible for enrollment as an advocate on the state rolls maintained by State Bar Councils.", C,B
9,34,Time which has begun to run can be stopped in case of,"A) Minority 
 B) Insanity 
 C) Idiocy 
 D) None of the above","In the Indian legal system, the concept of limitation period plays a crucial role in determining the time frame within which a lawsuit can be filed. According to the Limitation Act, 1963, every lawsuit has a prescribed period of limitation, beyond which it cannot be entertained by the courts. 

However, there are certain exceptions to this rule. In cases where the plaintiff is unable to file a lawsuit within the prescribed period due to certain circumstances, the law provides for an extension of the limitation period. 

For instance, what if the plaintiff is a minor or is suffering from mental unsoundness, such as insanity or idiocy, during the period of limitation? Can the time that has begun to run be stopped in such cases? 

This is an important question, as it has significant implications for the rights of individuals who may be unable to pursue their legal remedies due to circumstances beyond their control. 

With this context, the correct answer can be determined based on the provisions of the Limitation Act, 1963, and the Indian legal system's approach to exceptions to the limitation period.", B,D
9,35,"If an instrument may be construed either as promissory note or bill of exchange, it is","A) a valid instrument 
 B) an ambiguous instrument 
 C) a returnable instrument 
 D) none of the above","In the Indian legal system, negotiable instruments are governed by the Negotiable Instruments Act, 1881. This Act provides the framework for the creation, negotiation, and enforcement of various types of instruments, including promissory notes and bills of exchange.

According to Section 4 of the Negotiable Instruments Act, 1881, a promissory note is an instrument in writing, containing an unconditional undertaking, signed by the maker, to pay a certain sum of money to, or to the order of, a certain person. On the other hand, a bill of exchange is defined under Section 5 of the Act as an instrument in writing, containing an unconditional order, signed by the drawer, directing a certain person to pay a certain sum of money to, or to the order of, a certain person.

In certain situations, an instrument may contain elements of both a promissory note and a bill of exchange, making it difficult to categorize it as one or the other. This ambiguity can lead to disputes and confusion among parties involved in the transaction.

In such cases, the courts may need to interpret the instrument and determine its true nature, taking into account the language used, the intention of the parties, and the surrounding circumstances. The question then arises: what is the status of such an instrument, which can be construed as either a promissory note or a bill of exchange?

This context sets the stage for evaluating the options provided, which are A) a valid instrument, B) an ambiguous instrument, C) a returnable instrument, and D) none of the above.", B,B
9,36,How is the net worth of a foreign Company calculated for the purpose of Corporate Social Responsibility.,"A) The networth will be calculated as per section 198 of Companies Act, 2013 
 B) It shall be calculated as per section 197 of the Companies Act, 2013 
 C) It shall be calculated as per section 197 and section 381 of the Companies Act, 2013 
 D) It shall be calculated as per section 198 and section 381 of Companies Act, 2013","When a foreign company establishes a place of business in India, it is considered a foreign company under Section 2(42) of the Companies Act, 2013. As per the provisions of the Act, such foreign companies are required to comply with the Corporate Social Responsibility (CSR) norms, just like Indian companies.

The CSR provisions under Section 135 of the Companies Act, 2013, mandate that every company having a net worth of Rs. 500 crore or more, or a turnover of Rs. 1,000 crore or more, or a net profit of Rs. 5 crore or more during any financial year, shall constitute a CSR Committee and spend at least 2% of its average net profit made during the three immediately preceding financial years on CSR activities.

However, when it comes to calculating the net worth of a foreign company for the purpose of CSR, the question arises as to which provision of the Companies Act, 2013 should be referred to. Should it be Section 197, which deals with the overall maximum managerial remuneration, or Section 198, which explains the calculation of net worth for the purpose of managerial remuneration? Or should it be a combination of these sections along with Section 381, which specifically deals with the application of certain provisions to foreign companies?

This is where the correct understanding of the relevant provisions of the Companies Act, 2013 becomes crucial to determine the net worth of a foreign company for CSR purposes.", C,D
9,37,According to one of the theories of punishment evil should be returned by evil. This theory is called the,"A) Reformative Theory 
 B) Deterrent Theory 
 C) Preventive Theory 
 D) Retributive Theory","In the Indian criminal justice system, the concept of punishment has been debated and shaped by various theories over time. The Constitution of India, under Article 20, ensures that no person shall be punished for the same offence more than once. However, the underlying philosophy behind punishment remains a subject of discussion among legal scholars and experts.

One such theory posits that the purpose of punishment is to inflict suffering on the offender as a form of revenge or retribution for the harm caused to society. This approach is rooted in the idea that an individual who has committed a crime deserves to be punished in proportion to the severity of the offence. This perspective is often criticized for being overly harsh and failing to address the root causes of criminal behavior.

On the other hand, some theories focus on the rehabilitation of offenders, aiming to reform them and reintegrate them into society. Others emphasize the need to deter potential criminals from committing crimes, or to prevent harm to society by incapacitating the offender.

In this context, which theory of punishment aligns with the idea that ""evil should be returned by evil""?", D,D
9,38,"Which of the following actions can be taken by a Registrar under section 4 (5) of the Companies Act, 2013","A) He can direct the Company to change it's name within a period of 6 months after passing an ordinary resolution 
 B) Take action for striking off the name of the Company from the registrar of Companies 
 C) Order winding up of the Company on his own accord 
 D) All of these","Section 4(5) of the Companies Act, 2013 deals with the power of the Registrar of Companies to take certain actions in case a company's name is found to be undesirable or identical with an existing company's name. 

As per this provision, if the Registrar is of the opinion that a company's name is identical with or too nearly resembles the name of an existing company, or its name is undesirable, the Registrar may take certain actions to rectify the situation.

In such cases, the Registrar may issue directions to the company to change its name within a specified period. This direction may be issued after giving the company an opportunity to be heard.

Additionally, the Registrar may also take other actions in case the company fails to comply with the directions or if the company is found to be defaulting in filing its annual returns or other documents with the Registrar.

With this context, the correct answer can be determined from the options provided.", B,B
9,39,"Which of the following are included in the concept of ""State"" under Article 12","A) Railway Board and Electricity Board 
 B) Judiciary 
 C) University 
 D) All of the above","In India, the concept of ""State"" is a crucial aspect of the Constitution. Article 12 of the Constitution defines the term ""State"" to include not only the government at the Centre and in the states but also various instrumentalities and agencies that exercise governmental powers. This definition is significant because it determines the ambit of fundamental rights guaranteed under Part III of the Constitution, which can be enforced against the ""State"".

In this context, it is essential to understand that the term ""State"" is not limited to the traditional notion of government but encompasses various entities that perform public functions and wield significant power. For instance, certain bodies may be created by statutes or executive orders to regulate specific sectors or provide essential services. These bodies may not be directly part of the government, but they still exercise powers that can impact the lives of citizens.

Some examples of such bodies include regulatory authorities, public sector undertakings, and institutions established under statutes. The question arises whether these entities can be considered part of the ""State"" under Article 12, and if so, what implications this would have for the enforcement of fundamental rights.

With this context in mind, let's examine the options provided to determine which ones are included in the concept of ""State"" under Article 12.", D,D
9,40,The word procedure established by law in Article 21 means,"A) that due process of law must be followed 
 B) A procedure laid down or enacted by a competent authority 
 C) The same thing as due process of law 
 D) A law which is reasonable, just and fair.","In the Indian Constitution, Article 21 is a fundamental right that guarantees protection of life and personal liberty. It states that ""No person shall be deprived of his life or personal liberty except according to procedure established by law."" This provision is a cornerstone of individual freedom and ensures that the state cannot arbitrarily deprive a person of their life or liberty.

The phrase ""procedure established by law"" has been subject to interpretation by the judiciary, particularly in the context of the Constitution's drafting history and international human rights norms. The framers of the Constitution were influenced by the American concept of ""due process of law,"" which emphasizes the importance of fair procedures in protecting individual rights.

However, the Indian Constitution chose to adopt a different phraseology, opting for ""procedure established by law"" instead of ""due process of law."" This distinction has led to debates among legal scholars and judges about the scope and meaning of Article 21.

In this context, it is essential to understand the nuances of ""procedure established by law"" and its implications for individual rights and state power. Does it imply a mere formal compliance with legal procedures, or does it require a more substantive evaluation of the fairness and reasonableness of the law in question?", A,D
9,41,"Objection as to non-joinder or mis-joinder of parties under Order 1, Rule 13 of CPC","A) Can be taken at any stage of the proceedings 
 B) should be taken at the earliest possible opportunity or shall be invalid 
 C) can be taken in appeal or revision for the first time 
 D) either a or c","In a recent lawsuit, Ram, a property owner, filed a civil suit against Shyam, a tenant, for non-payment of rent. During the proceedings, Ram realized that he had forgotten to include Shyam's wife, who was also a co-tenant, as a party to the suit. Ram's lawyer is now wondering when and how to raise an objection regarding the non-joinder of Shyam's wife as a party to the suit.

Meanwhile, the court has already heard arguments from both sides and is about to deliver its judgment. Ram's lawyer is concerned that if he raises the objection now, it might be too late and may be rejected by the court. He is unsure about the correct procedure to follow and the timing of raising such an objection under the Code of Civil Procedure (CPC).

In this scenario, the lawyer needs to consider the provisions of Order 1, Rule 13 of the CPC, which deals with objections related to non-joinder or mis-joinder of parties. The question is, at what stage of the proceedings can Ram's lawyer raise this objection, and what are the consequences of raising it at different stages of the litigation process?", B,B
9,42,Objection as to the place of suing,"A) can only be taken before the court of first instance at the earliest possible opportunity 
 B) can also be taken before the appellate court for the first time 
 C) can also be taken before the court of revision for the first time 
 D) all of the above","In India, the Code of Civil Procedure, 1908 (CPC) governs the procedure for civil suits. Section 21 of the CPC deals with objections as to the place of suing, which refers to the jurisdiction of the court to try a particular case. According to this section, the defendant may raise an objection to the place of suing, arguing that the court lacks jurisdiction to try the case.

When a defendant raises such an objection, it is essential to consider the timing of the objection. The question arises as to whether the defendant can raise this objection at any stage of the proceedings or only at a specific point. 

In this context, it is crucial to understand the hierarchy of courts in India, which includes the court of first instance, appellate courts, and revisional courts. Each of these courts has its own jurisdiction and powers, and the timing of raising an objection as to the place of suing may vary depending on the court.

Now, considering the options provided, one needs to analyze the provisions of the CPC and the jurisdiction of each court to determine when an objection as to the place of suing can be raised.", A,A
9,43,"On the retirement, removal or death of a next friend, under Order, XXXII, Rule 10 of CPC, the suit is liable to be","A) stayed 
 B) dismissed 
 C) rejected 
 D) either a, b or c","In the Indian legal system, the Code of Civil Procedure (CPC) governs the procedure for civil suits in India. Order XXXII of the CPC deals with the appointment of a next friend or guardian for the purpose of instituting a suit on behalf of a minor or a person of unsound mind. A next friend is a person who represents the minor or person of unsound mind in a lawsuit.

According to Order XXXII, Rule 10 of CPC, when a next friend retires, is removed, or dies during the pendency of a suit, the court needs to take a specific course of action to ensure that the interests of the minor or person of unsound mind are protected.

In such a situation, the court may consider various options to prevent any injustice or prejudice to the party represented by the next friend. One possible option could be to temporarily halt the proceedings to allow for the appointment of a new next friend or guardian. Another option could be to terminate the suit altogether, pending the appointment of a new representative. Alternatively, the court may choose to reject the suit or take some other appropriate action.

What happens to the suit in such a scenario?", D,A
9,44,In India which of the following authorities has the power to block websites?,"A) CERT-in 
 B) MCIIPC 
 C) C-DAC 
 D) Ministry of IT","In India, the internet landscape is governed by various laws and regulations, including the Information Technology Act, 2000 (IT Act). The IT Act provides a framework for the regulation of online activities, including the blocking of websites. Under Section 69A of the IT Act, the government has the power to block public access to any information through any computer resource.

The Ministry of Electronics and Information Technology (MeitY) is the nodal ministry responsible for implementing the IT Act. Within MeitY, there are several organizations that play a crucial role in ensuring cybersecurity and regulating online activities. One such organization is the Indian Computer Emergency Response Team (CERT-in), which is responsible for overseeing and implementing measures to prevent cyber threats and incidents.

Another organization is the Ministry of Information and Broadcasting's (MIB) Inter-Ministerial Committee for Implementation of Section 69A of the IT Act, which is responsible for reviewing and recommending cases for website blocking.

Additionally, there are other organizations such as the Centre for Development of Advanced Computing (C-DAC), which is a premier research and development organization in the area of information technology, and the Maharashtra Cyber Digital Crime Unit (MCIIPC), which is a specialized unit for investigating cybercrimes in the state of Maharashtra.

Given the above context, which authority has the power to block websites in India?", D,A
9,45,The right to private defence is,"A) available under all circumstances 
 B) available when there is time to have the recourse to the protection of public authorities 
 C) available when there is no time to have recourse of public authorities 
 D) All the above","In India, the concept of private defence is an essential aspect of criminal law, which allows individuals to protect themselves or their property from harm in certain situations. According to Section 96 of the Indian Penal Code (IPC), ""Nothing is an offence which is done in the exercise of the right of private defence."" This provision empowers citizens to take necessary measures to defend themselves or others against imminent threats, without necessarily relying on the intervention of public authorities.

However, the exercise of this right is not unconditional and is subject to certain limitations. The IPC lays down specific guidelines to determine when and how the right to private defence can be invoked. For instance, Section 99 of the IPC states that ""the right of private defence in no case extends to the inflicting of more harm than it is necessary to inflict for the purpose of defence.""

In this context, it is essential to understand the circumstances under which the right to private defence can be exercised, and whether it is available in all situations or only in specific scenarios where public authorities are unable to provide timely assistance.

Now, you can choose the correct option based on this context!", C,C
9,46,"Which of the following can be considered retrenchment under the provisions of the Industrial Disputes Act, 1947?","A) Termination due to ill-health 
 B) Abandonment of job by an employee 
 C) Termination on account of reaching the age of superannuation 
 D) None of these","The Industrial Disputes Act, 1947, is a landmark legislation in India that aims to provide a framework for resolving industrial disputes and promoting harmonious employer-employee relationships. One of the key concepts under this Act is retrenchment, which refers to the termination of service of a workman by the employer for any reason whatsoever.

According to Section 2(oo) of the Industrial Disputes Act, 1947, ""retrenchment"" means the termination of service of a workman by the employer for any reason whatsoever, otherwise than as a punishment inflicted by way of disciplinary action. This definition is crucial in understanding what constitutes retrenchment under the Act.

In the context of employment, there are various reasons that may lead to the termination of a workman's service. These may include reasons such as ill-health, abandonment of job, reaching the age of superannuation, or other reasons. However, not all terminations may be considered retrenchment under the Industrial Disputes Act, 1947.

To determine whether a particular termination constitutes retrenchment, it is essential to examine the circumstances leading to the termination and the provisions of the Act. This would involve analyzing the reasons for termination, the procedures followed by the employer, and the rights and obligations of both the employer and the workman under the Act.

With this context, you can now evaluate the options provided and choose the correct answer.", C,D
9,47,"Which of the following statement holds true regarding imprisonment under the provisions of section 14(3) of the Child Labour (prohibition and Regulation) Act, 1986","A) It may extend to one year. 
 B) It may extend to two years. 
 C) It may extend to six months. 
 D) It may extend to one month","The Child Labour (Prohibition and Regulation) Act, 1986 is a landmark legislation in India aimed at prohibiting the engagement of children in certain occupations and processes, and regulating the conditions of work of children in certain other occupations and processes. Section 14 of the Act deals with the penalties for employing a child in contravention of the provisions of the Act.

According to Section 14(3) of the Act, whoever employs a child in contravention of the provisions of this Act or fails to comply with the conditions prescribed under this Act shall be punishable with imprisonment which may extend to a certain period, in addition to a fine.

In cases where an employer is found guilty of violating the provisions of the Act, the court may impose a sentence of imprisonment, which could vary depending on the severity of the offense and the discretion of the court. The duration of imprisonment in such cases is crucial, as it serves as a deterrent to employers who might consider exploiting child labour.

With this context, one can now evaluate the options provided to determine the correct duration of imprisonment under Section 14(3) of the Child Labour (Prohibition and Regulation) Act, 1986.", B,D
9,48,Onus to prove reasonable excuse for withdrawl from the Society of the other is on,"A) Petitioner 
 B) Respondent 
 C) Both a and b 
 D) Either a or b","In the Cooperative Societies Act, 1912, Section 27 provides for the withdrawal of a member from a cooperative society. According to this section, a member may withdraw from the society by giving a notice in writing to the society. However, the society may refuse to accept the withdrawal if it is not satisfied that the member has a reasonable excuse for withdrawing.

In a recent case, Mr. Kumar, a member of a cooperative housing society, submitted his resignation to the society citing personal reasons. The society, however, refused to accept his resignation, stating that his withdrawal would cause undue hardship to the society. Mr. Kumar then approached the court, filing a petition against the society's decision.

In this context, the question arises as to who bears the onus of proving that Mr. Kumar has a reasonable excuse for withdrawing from the society. Is it Mr. Kumar himself, the respondent society, or does the burden of proof lie with both parties?", C,B
9,49,A proclaimed person whose property has been attached can claim the property or the sale proceeds on appearance,"A) within 6 months of attachment 
 B) within 2 years of attachment 
 C) within 3 years of attachment 
 D) within 1 year of attachment","In India, the Code of Criminal Procedure (CrPC) provides provisions for the attachment of properties of a proclaimed person. A proclaimed person is someone who has been declared an absconder by a court, and their properties can be attached by the authorities as per Section 82 of the CrPC. 

When a person is declared a proclaimed offender, their properties are attached, and they are given a chance to appear before the court to avoid further proceedings. If the person appears before the court, they can claim the attached property or the sale proceeds of the property. However, there is a specific time frame within which they need to make this claim.

The question is, what is the time frame within which a proclaimed person can claim their attached property or sale proceeds after appearing before the court?

 Options A) within 6 months of attachment, B) within 2 years of attachment, C) within 3 years of attachment, and D) within 1 year of attachment provide possible answers to this question.", D,B
9,50,The question whether a statement was recorded in the course of investigation is a,"A) question of law 
 B) question of fact 
 C) mixed question of law and fact 
 D) question of law or of fact depends on facts and circumstances","In a criminal trial, the prosecution relies heavily on a statement made by a key witness to the investigating officer during the investigation. The defense, however, contests the admissibility of this statement, arguing that it was not recorded in the course of investigation as required under Section 161 of the Code of Criminal Procedure, 1973. The defense claims that the statement was recorded at a later stage, and therefore, it does not have the same evidentiary value.

The prosecution, on the other hand, maintains that the statement was indeed recorded during the investigation and is therefore admissible as evidence. The trial court is now faced with the task of determining whether the statement was recorded in the course of investigation or not.

This determination is crucial because if the statement was recorded during the investigation, it would be admissible as evidence, but if it was recorded later, its evidentiary value would be significantly reduced. The trial court must carefully examine the circumstances surrounding the recording of the statement to make this determination.

Now, the question is: Is the question of whether a statement was recorded in the course of investigation a question of law, a question of fact, a mixed question of law and fact, or a question that depends on the facts and circumstances of the case?", C,B
9,51,"Where the police submits a final report under section 173(2) of Cr. PC for dropping of proceedings to a magistrate, the Magistrate","A) may accept the same 
 B) may reject the same 
 C) may reject the same and order further investigation 
 D) any of the above","In India, the Code of Criminal Procedure (CrPC) governs the procedure for conducting criminal trials. Section 173 of the CrPC deals with the procedure for submitting a report by the police after completing an investigation. According to Section 173(2), if the police, after investigating a case, find that there is no sufficient evidence to proceed against the accused, they may submit a final report to the Magistrate, recommending the closure of the case.

In such a scenario, the Magistrate has to review the final report and decide on the next course of action. The Magistrate's powers in this regard are crucial, as they have to ensure that justice is served and that the accused is not wrongly acquitted.

Now, the question arises: what are the Magistrate's options when they receive a final report from the police recommending the dropping of proceedings?

(Choose the correct option from the given choices)", C,D
9,52,The orders under section 125 of Cr. PC are,"A) summary in nature but finally determine the rights and obligations of the parties 
 B) summary in nature and do not finally determine the rights and obligations of the parties which are to be finally determined by a civil court 
 C) Substantive in nature and finally determine the rights and obligations of the parties. 
 D) Substantive in nature and are not subject to determination of a right of the parties by a civil court.","Section 125 of the Code of Criminal Procedure (CrPC) deals with the provision of maintenance to wives, children, and parents. This section empowers the magistrate to order a person to provide maintenance to their dependents, including wives, children, and parents, who are unable to maintain themselves.

In cases where a wife, child, or parent approaches the court for maintenance, the magistrate conducts an inquiry to determine whether the applicant is entitled to receive maintenance from the respondent. The inquiry is typically summary in nature, meaning it is brief and does not involve a detailed examination of evidence.

The purpose of Section 125 is to provide immediate relief to the applicant, rather than to finally determine the rights and obligations of the parties involved. This is because the section is intended to prevent vagrancy and destitution, rather than to settle complex disputes related to property, inheritance, or other civil matters.

In this context, it is important to understand the nature of the orders passed under Section 125 of CrPC and their impact on the rights and obligations of the parties involved.

Now, choose the correct option from the given choices!", B,B
